country,pr_1980,cl_1980,pr_1985,cl_1985,pr_1990,cl_1990,pr_1995,cl_1995,pr_2000,cl_2000,pr_2005,cl_2005,pr_2010,cl_2010,pr_2015,cl_2015,pr_2020,cl_2020,basic_water_access,basic_sanit_access,fin_services,improved_water_access,improved_sanit_access,limited_water_access,limited_sanit_access,safe_water_access,unimproved_water_access,unimproved_sanit_access,agricultural_land,teacher_sal,total_sch_adult,corrupt_business,childmort_ihme,continent,corruption_perception,conf_terr_deaths,dtp_vax_pct,humanrights_fsi,gdppc_ppp,gdppc_ppp_current,gini,gini3,gini2,hunger_index_ifpri,corrupt_gov,hdi_undp,humanrights_fariss,corrupt_judges,corrupt_legislature,corrupt_localgov,mil_spend_pct_gdp,mil_spend_total,cell_subscribers_per100,childmort_,no_water_access,no_sanit_access,gdppc_output_pwt,docs_perk,corrupt_police,regime,pop_est2,pop_est,pop_total,corrupt_exec,corrupt_relig,corrupt_tax,ruggedness,tax_rev_ictd,corrupt_trad,worldbank_region,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,colstart.belgium_max,colstart.britain_max,colstart.france_max,colstart.germany_max,colstart.italy_max,colstart.netherlands_max,colstart.portugal_max,colstart.spain_max,colend.belgium_max,colend.britain_max,colend.france_max,colend.germany_max,colend.italy_max,colend.netherlands_max,colend.portugal_max,colend.spain_max,colstart.belgium_mean,colstart.britain_mean,colstart.france_mean,colstart.germany_mean,colstart.italy_mean,colstart.netherlands_mean,colstart.portugal_mean,colstart.spain_mean,colend.belgium_mean,colend.britain_mean,colend.france_mean,colend.germany_mean,colend.italy_mean,colend.netherlands_mean,colend.portugal_mean,colend.spain_mean
Afghanistan,7,7,7,7,7,7,7,7,7,7,5,5,6,6,6,6,5,6,75.09141325,50.49964687,9.961,76.53895494,61.44284702,1.447541688,10.94320015,27.58895624,14.56026288,27.77339158,37919000,NA,3.8,35,5.577000000000001,Asia,16,24295,66,8.3,1978.96157872183,2087.63639400062,NA,NA,NA,34.3,43,0.498,-2.311016703,60,40,NA,1.17390797773909,187000000,59.3560197,6.03,8.900782174,10.78376141,NA,0.2782,33,-1,39835428,39835428,38928341,NA,20,NA,NA,7.11463,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,7,7,7,7,7,6,3,4,4,5,3,3,3,3,3,3,3,3,95.06803883,99.29879315,37.98635,96.95269492,99.8707445,1.884656092,0.571951352,70.67453739,3.047305081,0.1292555,1174081,NA,10,29,1.399,Europe,36,0,99,5.5,13295.4108845409,13817.7589656756,33.17109,31.74,28.959999,12.2,52,0.785,0.851179641,81,66,NA,1.27255921985547,142000000,91.29301538,0.97,0,0,11941.197,1.2164,58,9,2872934,2872934,2837743,NA,9,NA,NA,25.142702,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,6,6,6,6,4,4,6,6,6,5,6,5,6,5,6,5,6,5,94.43732996,85.96546957,50.47579,99.4232108,96.47162186,4.985880842,10.50615229,72.3814561,0.531836664,3.528378142,41358847,NA,8,74,2.411,Africa,35,13,91,7.4,10681.6792969827,11268.2644722324,27.61573,NA,NA,9.4,62,0.754,0.354196847,72,62,NA,6.00952348900797,10654000000,109.3560773,2.33,0.044952533,0,12323.576,1.7193,66,2,44616626,44616626,43851043,NA,15,NA,NA,14.107712,NA,NA,0,0,1,0,0,0,0,0,NA,NA,1848,NA,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA,1836,NA,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA
Andorra,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,100,100,NA,100,100,0,0,90.64000336,0,0,18830,NA,10.2,NA,0.211,Europe,NA,0,99,NA,NA,NA,NA,NA,NA,NA,NA,0.858,4.221864964,NA,NA,NA,NA,NA,113.9573773,0.30000000000000004,0,0,NA,3.3333,NA,NA,77354,77354,77265,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,7,7,7,7,7,7,6,6,6,6,6,5,6,5,6,6,6,5,57.16773762,51.66032915,29.31812,66.45508754,72.66184945,9.287349919,21.00152029,NA,19.45082534,9.369829457,56952490,NA,5.1,NA,7.104000000000001,Africa,19,16,57,7,6198.08384070806,6538.45205387291,51.27211000000001,NA,NA,29.5,NA,0.581,-0.388862744,NA,NA,NA,1.64466112900931,3232000000,46.59863797,7.470000000000001,14.09408712,17.9683211,4993.8457,0.2146,NA,-2,33933611,33933611,32866268,NA,NA,NA,NA,17.681389,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,NA,NA,NA,1974,NA
Antigua and Barbuda,NA,NA,2,3,3,2,4,3,4,2,2,2,3,2,2,2,2,2,96.73918628,87.50428238,NA,96.73918628,91.67886542,0,4.174583031,NA,3.16634761,8.057005671,9000,NA,9.2,NA,1.281,North America,NA,0,95,4.7,17956.315715683,18942.3880651775,NA,NA,NA,NA,NA,0.78,1.335031449,NA,NA,NA,NA,NA,192.819567,0.66,0.094466114,0.264128913,7879.6758,2.956,NA,NA,98728,98728,97928,NA,NA,NA,NA,14.981992,NA,NA,0,1,0,0,0,0,0,0,NA,1632,NA,NA,NA,NA,NA,NA,NA,1981,NA,NA,NA,NA,NA,NA,NA,1632,NA,NA,NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,NA,NA
Argentina,6,5,2,2,1,3,2,3,1,2,2,2,2,2,2,2,2,2,99.0238575,95.41770247,50.1973,99.0238575,97.40155752,0,1.983855047,NA,0.613022724,2.598442482,148768000,16567.0158899497,9.9,49,1.2060000000000002,South America,40,0,86,4.4,19686.523658911,20767.6105001703,NA,51.060001,42.400002,5.3,77,0.825,0.784109255,65,72,NA,0.706520712488669,6164000000,125.842106,0.9300000000000002,0.363119771,1.578222119,16466.732,3.9901,70,9,45605823,45605823,45376763,NA,34,NA,NA,28.645779,NA,Latin America and Caribbean,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1580,NA,NA,NA,NA,NA,NA,NA,1819,NA,NA,NA,NA,NA,NA,NA,1565,NA,NA,NA,NA,NA,NA,NA,1818
Armenia,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,6,4,5,4,4,4,99.97118069,93.93674174,17.23996,99.97118069,94.36178677,0,0.425045028,86.91066001,0.028819308,5.627529653,1677300,NA,11.7,51,1.0550000000000002,Asia,35,0,92,6.8,12592.6353675009,13284.160830729,29.87821,35.360001,32.360001,7.6,68,0.755,0.106262163,69,57,NA,4.94572687070593,423000000,122.3487531,1.1800000000000002,0,0.010683577,10182.28,4.4023,66,5,2968128,2968128,2963234,NA,39,NA,NA,22.670324,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99.96981182,99.99115238,98.85957,99.96981182,99.99115238,0,0,NA,0.030188179,0.008847618,358895000,40902.1907484802,12.9,20,0.417,Oceania,77,0,95,2.3,48697.8370282475,52518.3244830382,34.399429999999995,31.1,32.299999,NA,12,0.939,1.753645266,4,12,NA,1.87980239539543,24371000000,110.6208823,0.36000000000000004,0,0,47392.621,3.6778,5,10,25788217,25788217,25687041,NA,17,NA,NA,29.395667,NA,Advanced industrial economies,0,1,0,0,0,0,0,0,NA,1829,NA,NA,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA,1798,NA,NA,NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,NA,NA
Austria,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,99.97260464,96.73406,100,99.97260464,0,0,98.900642,0,0.027395359,2652830,33998.9199042206,12.1,NA,0.381,Europe,76,0,85,2,51935.6038618156,55097.4612258328,30.84879,29.459999,30.530001,NA,NA,0.908,2.275798607,NA,NA,NA,0.725448726520338,2829000000,119.7752968,0.35000000000000003,0,0,46103.27,5.1697,NA,10,9043072,9043072,8917205,NA,NA,NA,NA,43.073051,NA,Advanced industrial economies,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,6,5,7,6,7,6,96.04337613,96.12903013,29.15149,97.08615731,98.81696699,1.04278118,2.687936856,88.32276401,2.913842688,1.0973257,4779500,NA,10.7,35,3.824,Asia,25,0,94,7.7,13699.665590318,14451.9836966507,26.554909999999996,NA,NA,9.5,37,0.757,-0.397757013,42,29,NA,3.99905861648249,1932000000,106.9924534,2.04,0,0.085707314,14504.942,3.446,41,-7,10223344,10223344,10110116,NA,26,NA,NA,14.256314,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,1,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,98.8869605,94.93058233,NA,98.8869605,98.24764548,0,3.31706315,NA,1.113039503,1.529158779,14000,NA,11.1,NA,1.361,North America,65,0,86,3.1,30764.1159665551,32453.5295740897,NA,NA,NA,NA,NA,0.807,0.844839947,NA,NA,NA,NA,NA,109.2494647,1.26,0,0.22319574,22026.313,2.0068,NA,NA,396914,396914,393248,NA,NA,NA,NA,16.191899,NA,NA,0,1,0,0,0,0,0,0,NA,1783,NA,NA,NA,NA,NA,NA,NA,1973,NA,NA,NA,NA,NA,NA,NA,1738,NA,NA,NA,NA,NA,NA,NA,1973,NA,NA,NA,NA,NA,NA
Bahrain,5,5,5,5,6,5,6,6,7,6,5,5,6,5,7,6,7,6,100,100,81.93935,100,100,0,0,98.98326213,0,0,8600,NA,9.4,NA,0.752,Asia,36,0,99,7.8,40933.3526644217,43181.2106255754,NA,NA,NA,NA,NA,0.846,-0.373735987,NA,NA,NA,3.69024554800784,1386000000,115.7929212,0.6900000000000001,0,0,37616.391,0.9257,NA,-10,1748295,1748295,1701583,NA,NA,NA,NA,3.025819,NA,NA,0,1,0,0,0,0,0,0,NA,1861,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA,NA,1861,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA
Bangladesh,3,4,5,5,5,5,3,4,3,4,4,4,3,4,4,4,5,5,97.69796025,54.16469553,29.1421,98.85438613,78.0139183,1.156425878,23.84922277,58.51187913,0.4626557,21.9860817,9202300,NA,5.8,18,3.426,Asia,26,155,98,8,4818.09473660531,5082.68075036434,32.38527,33.41,32.389999,26.1,29,0.608,-1.422503477,53,41,NA,1.34364427067534,3003000000,101.5491558,3.08,0.682958174,0,3436.0527,0.5809,64,1,166303494,166303494,164689383,NA,4,NA,NA,7.90054,NA,South Asia,0,1,0,0,0,0,0,0,NA,1857,NA,NA,NA,NA,NA,NA,NA,1947,NA,NA,NA,NA,NA,NA,NA,1796,NA,NA,NA,NA,NA,NA,NA,1947,NA,NA,NA,NA,NA,NA
Barbados,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98.51445042,98.09246231,NA,98.78205099,100,0.267600576,1.907537688,NA,1.217949005,0,10000,NA,10.6,NA,1.359,North America,68,0,90,2.8,12870.0425037649,13576.8017995317,NA,NA,NA,NA,NA,0.8,1.171229206,NA,NA,NA,NA,NA,114.7377406,1.27,0,0.82469386,9272.5781,2.4843,NA,NA,287708,287708,287371,NA,NA,NA,NA,26.600115,NA,NA,0,1,0,0,0,0,0,0,NA,1627,NA,NA,NA,NA,NA,NA,NA,1966,NA,NA,NA,NA,NA,NA,NA,1627,NA,NA,NA,NA,NA,NA,NA,1966,NA,NA,NA,NA,NA,NA
Belarus,NA,NA,NA,NA,NA,NA,5,5,6,6,7,6,7,6,7,6,7,6,96.53472608,97.90431818,71.98499,99.90684563,99.54407061,3.37211955,1.639752434,94.61114668,0.093154368,0.455929388,8453000,NA,12.3,NA,0.734,Europe,44,0,98,8.1,19148.1751007952,20199.6984928506,25.27785,31.17,26.73,5,NA,0.808,-0.02901722,NA,NA,NA,1.24304370388904,664000000,123.0082886,0.32000000000000006,0,0,16843.686,5.1905,NA,-7,9442867,9442867,9398861,NA,NA,NA,NA,34.610631,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,99.99999645,99.48615647,98.12576,99.99999645,99.99987073,0,0.51371426,99.91380843,3.55e-6,1.29274e-4,1354000,NA,11.8,41,0.412,Europe,75,0,98,1.5,48210.0331113444,51968.1920227771,27.214409999999997,28.139999,27.73,NA,51,0.916,2.729590384,43,51,NA,0.93364726804675,4028000000,99.7421427,0.34,0,0,38340.887,3.0709,41,8,11632334,11632334,11555997,NA,56,NA,NA,45.001071,NA,Advanced industrial economies,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,NA,NA,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,98.40195463,88.21427557,48.20925,99.65106526,97.26253336,1.249110629,9.048257786,NA,0.348934741,2.168101314,172000,NA,10.5,NA,1.9670000000000003,North America,NA,0,98,4.4,6119.88768686154,6455.96175269872,53.26277,NA,NA,NA,NA,0.708,0.940695757,NA,NA,NA,1.16539418557525,20600000,65.30473699,1.2300000000000002,0,0.56936533,6777.0044,1.1229,NA,NA,404915,404915,397621,NA,NA,NA,NA,28.221464,NA,NA,0,1,0,0,0,0,0,1,NA,1798,NA,NA,NA,NA,NA,1524,NA,1981,NA,NA,NA,NA,NA,1862,NA,1798,NA,NA,NA,NA,NA,1524,NA,1980,NA,NA,NA,NA,NA,1862
Benin,7,6,7,7,6,4,2,2,2,2,2,2,2,2,2,2,4,2,65.41412299,16.96288434,15.97993,74.73165857,36.6223032,9.317535586,19.65941886,NA,21.97254088,11.80188067,3950000,NA,3.6,NA,8.98,Africa,40,1,76,5.1,3323.14445067303,3505.63516358263,47.75591,38.580002,47.759998,24.3,NA,0.515,0.883672664,NA,NA,NA,0.652801729118102,96400000,87.70201313,9.03,3.295800547,51.57581613,2113.9355,0.0791,NA,7,12451031,12451031,12123198,NA,NA,NA,NA,9.503916,NA,Sub-Saharan Africa,0,0,1,0,0,0,0,0,NA,NA,1894,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,1873,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA
Bhutan,5,5,5,5,6,5,7,7,7,6,6,5,4,5,3,4,2,4,97.31322263,76.50655402,33.66591,99.77393524,86.35634032,2.460712607,9.849786302,36.64769794,0.176424218,13.64365968,513000,NA,3.1,NA,3.007,Asia,68,0,97,7,10909.1001689407,11508.1741774838,37.44141000000001,40.900002,38.810001,NA,NA,0.612,1.795294373,NA,NA,NA,NA,NA,95.5637066,2.85,0.049640541,0,8397.0967,0.4242,NA,5,779900,779900,771612,NA,NA,NA,NA,16.53535,NA,South Asia,0,1,0,0,0,0,0,0,NA,1910,NA,NA,NA,NA,NA,NA,NA,1949,NA,NA,NA,NA,NA,NA,NA,1888,NA,NA,NA,NA,NA,NA,NA,1949,NA,NA,NA,NA,NA,NA
Bolivia,7,5,2,3,2,3,2,4,1,3,3,3,3,3,3,3,3,3,93.39007163,65.75642485,40.71082,93.52666216,83.07935685,0.13659053,17.32293199,NA,1.575010843,7.127334673,37727000,NA,8.9,33,3.244,South America,29,0,NA,6,7931.75430931062,8367.32715906643,41.64937000000001,61.639999,46.73,16.7,69,0.693,0.993489422,76,68,NA,1.42195809478552,545000000,101.5263482,2.6,4.898326997,9.793308479,5838.0708,1.5901,86,7,11832936,11832936,11673029,NA,19,NA,NA,24.694968,NA,Latin America and Caribbean,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1559,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,1545,NA,NA,NA,NA,NA,NA,NA,1825
Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA,6,6,5,4,4,3,4,3,4,3,4,4,96.11389762,95.38506184,52.68503,99.93756156,95.98188963,3.823663938,0.596827789,88.86918054,0.062438438,4.018110368,2211000,NA,9.7,52,0.7040000000000001,Europe,38,0,73,6.1,14339.8311811662,15611.7913059942,33.030190000000005,29.969999,32.68,5,67,0.768,1.163504478,65,67,NA,0.935792431507486,166000000,113.7691912,0.5900000000000001,0,0,11572.854,2.1616,62,NA,3263459,3263459,3280815,NA,33,NA,NA,37.850582,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3,2,3,2,92.21356307,80.02624315,49.24358,96.93660204,85.6007993,4.72303897,5.574556156,NA,1.732526476,4.588823676,25861600,NA,9.3,NA,2.514,Africa,61,0,95,4.6,16040.0084730125,16920.8466745308,53.325030000000005,NA,NA,25.5,NA,0.717,1.214679585,NA,NA,NA,2.77020292125919,536000000,162.6411807,4.16,1.330871481,9.81037702,14997.142,0.5269,NA,8,2397240,2397240,2351625,NA,NA,NA,NA,25.513983,NA,NA,0,1,0,0,0,0,0,0,NA,1895,NA,NA,NA,NA,NA,NA,NA,1966,NA,NA,NA,NA,NA,NA,NA,1887,NA,NA,NA,NA,NA,NA,NA,1966,NA,NA,NA,NA,NA,NA
Brazil,4,3,3,2,2,3,2,4,3,3,2,2,2,2,2,2,2,3,99.32085299,90.07847103,68.12315,99.44740199,90.17495722,0.126549004,0.096486188,85.76566655,0.55259801,9.520914598,236878801,10375.2688172043,7.8,35,2.019,South America,35,0,73,5.6,14063.9825053838,14836.3071009143,53.42883000000001,58.41,51.330002,8.5,46,0.759,-1.167172456,50,72,NA,1.47602163484815,22839000000,95.71653293,1.39,1.112376927,0.30412818,13812.992,2.1643,70,8,213993441,213993441,212559409,NA,31,NA,NA,34.437942,NA,Latin America and Caribbean,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1533,NA,NA,NA,NA,NA,NA,NA,1822,NA,NA,NA,NA,NA,NA,NA,1533,NA,NA,NA,NA,NA,NA,NA,1822,NA
Brunei,NA,NA,6,5,6,5,7,5,7,5,6,5,6,5,6,5,6,5,99.9000368,96.34904195,NA,99.9000368,96.34904195,0,0,NA,0.0999632,1.050958054,14400,NA,9.1,NA,0.997,Asia,63,0,99,7.4,62243.5831517924,65661.6939297088,NA,NA,NA,NA,NA,0.853,1.976181804,NA,NA,NA,3.34575238645081,405000000,132.6607198,1.14,0,2.6,51703.047,1.609,NA,NA,441532,441532,437483,NA,NA,NA,NA,18.315939,NA,NA,0,1,0,0,0,0,0,0,NA,1888,NA,NA,NA,NA,NA,NA,NA,1984,NA,NA,NA,NA,NA,NA,NA,1888,NA,NA,NA,NA,NA,NA,NA,1984,NA,NA,NA,NA,NA,NA
Bulgaria,7,7,7,7,3,4,2,2,2,3,1,2,2,2,2,2,2,2,99.01141694,86.03496784,62.98683,99.01141694,99.99957,0,13.96460216,97.61733619,0.988583061,4.29999e-4,5030000,NA,11.8,63,0.8560000000000001,Europe,42,0,92,3.7,22383.8055436428,24367.3239228848,41.2841,NA,NA,5,64,0.813,0.618488942,86,71,NA,3.2209041495021,756000000,116.2063245,0.67,0,0,18639.945,4.0332,65,9,6896655,6896655,6927288,NA,49,NA,NA,30.065537,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,6,5,7,6,6,5,5,4,4,4,5,3,5,3,4,3,4,4,47.21485446,21.6643726,13.42449,78.48785787,53.95913786,31.2730034,32.29476527,NA,21.15863263,6.120059642,12100000,NA,1.5,NA,11.559,Africa,41,707,91,6.5,2160.51152951619,2279.15617320327,35.30123,49.939999,35.299999,27.7,NA,0.423,0.092185174,NA,NA,NA,2.42994839861159,147000000,100.2122395,8.75,0.353509502,39.92080249,1628.4565,0.0847,NA,6,21497097,21497097,20903278,NA,NA,NA,NA,15.9257,NA,Sub-Saharan Africa,0,0,1,0,0,0,0,0,NA,NA,1895,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,1895,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA
Burundi,7,6,7,6,7,6,6,7,6,6,3,5,5,5,7,6,7,6,62.20712225,45.72751068,6.94346,81.64681539,58.35782068,19.43969314,12.63031,NA,14.75825969,39.0573481,2033000,NA,3,40,8.661,Africa,17,80,93,8,731.063229715588,771.209618761591,38.62482,42.349998,38.619999,NA,49,0.417,-1.595026447,69,15,NA,1.76513100608552,64900000,56.64970019,5.65,3.594924913,2.584831222,799.61115,0.1001,82,-1,12255429,12255429,11890781,NA,1,NA,NA,NA,NA,Sub-Saharan Africa,1,0,0,1,0,0,0,0,1923,NA,NA,1899,NA,NA,NA,NA,1962,NA,NA,1922,NA,NA,NA,NA,1922,NA,NA,1894,NA,NA,NA,NA,1962,NA,NA,1922,NA,NA,NA,NA
Cambodia,7,7,7,7,7,7,6,6,6,6,6,5,6,5,6,5,7,5,71.21988497,68.76930002,12.55649,85.12210701,76.77118535,13.90222204,8.001885332,27.75824113,5.677218558,3.94961171,5566000,NA,4.8,25,3.49,Asia,20,2,92,7.9,4191.85000307807,4422.0457429343,NA,NA,NA,23.7,44,0.582,0.025049962,59,26,NA,2.26476544534521,361000000,129.9161522,2.66,9.200674434,19.27920294,3161.0571,0.1927,51,2,16946446,16946446,16718971,NA,6,NA,NA,19.998263,NA,NA,0,0,1,0,0,0,0,0,NA,NA,1884,NA,NA,NA,NA,NA,NA,NA,1953,NA,NA,NA,NA,NA,NA,NA,1868,NA,NA,NA,NA,NA,NA,NA,1952,NA,NA,NA,NA,NA
Cameroon,6,6,6,7,6,6,7,5,7,6,6,6,6,6,6,6,6,6,65.72041818,44.63112443,11.35104,78.59516681,59.68733455,12.87474863,15.05621012,NA,15.00100626,34.76677167,9750000,NA,6.3,54,7.871,Africa,25,626,67,8.3,3576.34949945049,3772.74498554994,46.64087,42.139999,46.639999,21.1,72,0.556,-0.931839823,81,62,NA,1.09666376169493,380000000,82.70374759,7.48,6.403826927,5.545893782,3149.2612,0.0881,86,-4,27224262,27224262,26545864,NA,32,NA,NA,13.612244,NA,Sub-Saharan Africa,0,1,1,1,0,0,0,0,NA,1922,1922,1884,NA,NA,NA,NA,NA,1961,1960,1916,NA,NA,NA,NA,NA,1922,1922,1884,NA,NA,NA,NA,NA,1961,1960,1915,NA,NA,NA,NA
Canada,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99.22181066,99.03286158,99.10332,99.22181066,99.03286158,0,0,99.03894727,0.778189337,0.967138422,58199000,39178.834454536496,13.3,48,0.581,North America,81,1,91,2.1,45856.6256264804,48072.583756378,33.308209999999995,33.34,34.02,NA,38,0.926,2.791056339,25,47,NA,1.28034448113844,15505000000,91.86310664,0.4900000000000001,0,0,42906.633,2.6102,27,10,38067913,38067913,38005238,NA,33,NA,NA,33.355906,NA,Advanced industrial economies,0,1,1,0,0,0,0,0,NA,1763,1608,NA,NA,NA,NA,NA,NA,1919,1763,NA,NA,NA,NA,NA,NA,1737,1608,NA,NA,NA,NA,NA,NA,1877,1763,NA,NA,NA,NA,NA
Cape Verde,6,6,6,7,5,5,1,2,1,2,1,1,1,1,1,1,1,1,88.76960642,79.11569269,NA,96.67375727,85.55189153,7.904150846,6.436198841,NA,3.209147716,0,79000,NA,6.1,NA,2.331,Africa,57,0,96,4.8,6045.06088485291,6377.02583155734,42.38109,NA,NA,NA,NA,0.654,1.496484765,NA,NA,NA,0.486092072867728,10100000,108.3184376,1.4900000000000002,0.117095014,14.44811122,6968.6436,0.7814,NA,10,561901,561901,555988,NA,NA,NA,NA,21.274881,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1462,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,1462,NA,NA,NA,NA,NA,NA,NA,1975,NA
Central African Republic,7,5,7,6,6,5,3,4,3,4,5,4,5,5,7,7,7,7,37.20240205,14.11863478,3.300809,62.88477553,29.90088888,25.68237348,15.7822541,6.183318229,33.53911377,44.95138038,5080000,NA,4.3,NA,13.11,Africa,26,340,47,9.5,928.589507504538,979.58306608745,56.23661,NA,NA,53.7,NA,0.367,-2.056797688,NA,NA,NA,1.49832255700385,80700000,33.619216110000004,11.01,3.576110708,25.14773074,727.28943,0.0721,NA,0,4919987,4919987,4829764,NA,NA,NA,NA,7.788664,NA,NA,0,0,1,0,0,0,0,0,NA,NA,1906,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA
Chad,7,6,7,7,7,6,6,5,6,5,6,5,7,6,7,6,7,6,46.18753479,12.06370114,7.699498,60.92782408,17.29834955,14.74028929,5.234648409,5.591479791,31.56245714,18.62832804,50238000,NA,2.3,NA,12.275,Africa,19,276,50,9.5,1519.91236158763,1603.37845658993,43.32121,NA,NA,45.4,NA,0.404,-0.515494095,NA,NA,NA,2.17578021033377,260000000,48.06483101,11.38,7.509718784,64.07332241,1307.972,0.0434,NA,-2,16914985,16914985,16425859,NA,NA,NA,NA,7.1337,NA,NA,0,0,1,0,0,0,0,0,NA,NA,1910,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,1899,NA,NA,NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,NA
